date,mqaid,ticker,mgmtfees,expense_ratio,bid_ask_spread_pct,create_redeem_fee,create_redeem_size,etf_implied_liquidity,fund_pct_premium,currency_hedged_indicator,derivatives_based,securities_lending,fund_incept_dt,create_redeem_process,creation_cutoff_time,settlement_cycle,rebalancing_frequency,replication_strategy,fund_port_dt,total_number_of_holdings_in_port,nav_pricing_methodology,fund_avg_dvd_yld,fund_pe_ratio,fund_pricing_source,avgvolume_6M,etf_name,duration
01/31/2020,92290875,VB US Equity,0.050,0.050,0.0402,500.0000,25000.0000,3550138.0000,0.0185,N,N,Y,01/30/2004,In-kind,16:00 EST,T+2,Quarterly,Full,12/31/2019,1357.0000,Primary Market Close,1.6490,42.1356,Vanguard Group Inc/The,577954.75,VANGUARD SMALL-CAP ETF,
01/31/2020,92290874,VTV US Equity,0.040,0.040,0.0161,500.0000,25000.0000,58329794.0000,-0.0171,N,N,Y,01/30/2004,In-kind,16:00 EST,T+2,Quarterly,Full,12/31/2019,334.0000,Primary Market Close,2.5797,20.2839,Vanguard Group Inc/The,1306851.875,VANGUARD VALUE ETF,
01/31/2020,97717W82,AXJL US Equity,0.480,0.480,0.3319,2000.0000,50000.0000,25959.0000,-1.7349,N,N,Unknown,06/16/2006,In-kind,17:30 EST,T+3,Yearly,Optimized,01/30/2020,229.0000,Primary Market Close,4.7378,12.6011,State Street Bank and Trust Co,1449.4921875,WISDOMTREE ASIA-PACIFIC EX-J,
01/31/2020,97717W83,DFJ US Equity,0.580,0.580,0.1437,3000.0000,50000.0000,984375.0000,-2.3461,N,N,Unknown,06/16/2006,In-kind,16:00 EST,T+3,Yearly,Optimized,01/30/2020,818.0000,Primary Market Close,2.8119,13.7664,State Street Bank and Trust Co,47630.765625,WISDOMTREE JPN S/C DVD FUND,
01/31/2020,97717W80,DTH US Equity,0.580,0.580,0.1793,3250.0000,50000.0000,2665125.0000,-0.6490,N,N,Unknown,06/16/2006,In-kind,16:00 EST,T+3,Yearly,Optimized,01/30/2020,488.0000,Primary Market Close,5.7356,14.8653,State Street Bank and Trust Co,22570.21875,WISDOMTREE INTERNATIONAL HIG,
01/31/2020,97717W81,AUSE US Equity,0.580,0.580,0.1793,1000.0000,25000.0000,2665125.0000,0.3327,N,N,Unknown,06/16/2006,In-kind,16:00 EST,T+3,Yearly,Optimized,03/22/2019,78.0000,Primary Market Close,5.7356,14.8653,State Street Bank and Trust Co,22570.21875,WISDOMTREE AUSTRALIA DIVIDEN,
01/31/2020,97717W86,DFE US Equity,0.580,0.580,0.1268,3000.0000,50000.0000,16466.0000,-0.3971,N,N,Unknown,06/16/2006,In-kind,16:00 EST,T+2,Yearly,Optimized,01/30/2020,433.0000,Primary Market Close,4.5993,14.6393,State Street Bank and Trust Co,32899.046875,WISDOMTREE EUR S/C DIVIDEND,
01/31/2020,97717W87,DEW US Equity,0.580,0.580,0.1706,4000.0000,50000.0000,2924497.0000,-0.5684,N,N,Unknown,06/16/2006,In-kind/Cash,17:30 EST,T+3,Yearly,Optimized,01/30/2020,776.0000,Primary Market Close,5.0011,17.8985,State Street Bank and Trust Co,7168.8203125,WISDOMTREE GLOBAL HIGH DIVID,
01/31/2020,17325E29,UWT US Equity,1.500,1.500,0.1125,15.0000,25000.0000,2924497.0000,0.5202,N,Y,N,12/09/2016,Cash,13:00 EST,T+3,Monthly,Derivative,01/30/2020,776.0000,Primary Market Close,5.0011,17.8985,State Street Bank and Trust Co,13024753.0,VELOCITYSHARES 3X LONG CRUDE,
01/31/2020,97717W85,DXJ US Equity,0.480,0.480,0.0195,2100.0000,50000.0000,1687500.0000,-2.2652,Y,N,Y,06/16/2006,In-kind,10:00 EST,T+3,Monthly,Optimized,01/30/2020,469.0000,Primary Market Close,3.1673,14.5159,State Street Bank and Trust Co,1170363.75,WISDOMTREE JAPAN HEDGED EQ,
01/31/2020,30304R87,ETHO US Equity,0.450,0.490,0.3517,750.0000,50000.0000,2302544.0000,0.0681,N,N,Y,11/19/2015,In-kind/Cash,16:00 EST,T+3,Semi-Annually,Full,01/30/2020,262.0000,Primary Market Close,1.3167,29.1136,US Bancorp Fund Services LLC,8651.2578125,ETHO CLIMATE LEADERSHIP ETF,
01/31/2020,30304R84,GAMR US Equity,0.750,0.750,0.3439,750.0000,50000.0000,3074.0000,-0.9522,N,N,Y,03/09/2016,In-kind/Cash,16:00 EST,T+3,Semi-Annually,Full,01/30/2020,88.0000,Primary Market Close,2.0410,34.3821,US Bancorp Fund Services LLC,11801.59375,ETFMG VIDEO GAME TECH ETF,
01/31/2020,30304R85,IFLY US Equity,0.750,0.750,0.9593,750.0000,50000.0000,10361.0000,-0.3894,N,N,Y,03/09/2016,In-kind/Cash,16:00 EST,T+2,Quarterly,Full,01/30/2020,63.0000,Primary Market Close,1.2351,37.8772,US Bancorp Fund Services LLC,3336.703125,ETFMG DRONE ECONOMY STRATEGY,
01/31/2020,30304R80,BITE US Equity,0.750,0.750,0.9593,250.0000,50000.0000,10361.0000,-0.0799,N,N,N,10/28/2015,In-kind/Cash,16:00 EST,T+3,Semi-Annually,Full,12/16/2016,42.0000,Primary Market Close,1.2017,29.6029,US Bancorp Fund Services LLC,3336.703125,THE RESTAURANT ETF,
01/31/2020,97717W30,DLN US Equity,0.280,0.280,0.0307,500.0000,50000.0000,36666948.0000,0.0269,N,N,Unknown,06/16/2006,In-kind,16:00 EST,T+3,Yearly,Optimized,01/30/2020,294.0000,Primary Market Close,2.9285,21.4656,State Street Bank and Trust Co,67339.9140625,WISDOMTREE US LARGECAP DIVID,
01/31/2020,30304R88,ITEQ US Equity,0.750,0.750,0.1678,1500.0000,50000.0000,294390.0000,-0.0507,N,N,Y,11/03/2015,In-kind/Cash,16:00 EST,T+3,Semi-Annually,Full,01/30/2020,60.0000,Primary Market Close,0.4957,126.1859,US Bancorp Fund Services LLC,15151.0859375,BLUESTAR ISRAEL TECHNOLOGY E,
01/31/2020,31609260,FHLC US Equity,0.084,0.084,0.0665,850.0000,50000.0000,52867511.0000,-0.0277,N,N,Unknown,10/24/2013,In-kind,16:00 EST,T+3,Quarterly,Full,01/30/2020,360.0000,Primary Market Close,1.4360,37.1713,FMR Co Inc,154695.71875,FIDELITY HEALTH CARE ETF,
01/31/2020,G4954D10,IEMBF US Equity,0.450,0.450,0.1678,1500.0000,100000.0000,294390.0000,-0.1272,N,N,Y,09/20/2006,Unknown,Unknown,T+2,Monthly,Optimized,01/30/2020,955.0000,Primary Market Close,0.4957,126.1859,Nasdaq Stock Market LLC/The,15151.0859375,ISHARES JPM USD EM CORP BND,
01/31/2020,73935X66,PKB US Equity,0.500,0.580,0.2133,500.0000,50000.0000,1083960.0000,0.0725,N,N,Y,10/26/2005,In-kind,16:00 EST,T+2,Quarterly,Full,01/30/2020,31.0000,Primary Market Close,0.7057,19.0994,Bank of New York Mellon/The,15522.25,INVESCO DYNAMIC BUILDING & C,
01/31/2020,33740F60,ERM US Equity,0.650,0.650,0.4281,500.0000,50000.0000,1443917.0000,0.0572,N,N,N,04/11/2017,In-kind,16:00 est,T+2,Monthly,Not Applicable,01/31/2020,151.0000,Primary Market Close,2.4829,26.2044,State Street Bank and Trust Co,4283.2734375,EQUITYCOMPASS RISK MNGR ETF,
01/31/2020,02072L70,WIZ US Equity,0.600,0.600,0.2060,250.0000,50000.0000,2976005.0000,0.0598,N,N,N,10/17/2019,In-kind,16:00 EST,T+2,Monthly,Full,01/30/2020,9.0000,Primary Market Close,1.0946,26.1025,NYSE Arca LLC,2861.125,MERLYN AI BULL-RIDER BEAR-FI,
01/31/2020,50076740,KBA US Equity,0.780,0.600,0.1424,7500.0000,50000.0000,32280288.0000,-7.6033,N,N,N,03/05/2014,Cash,17:00 est,T+3,Quarterly,Full,01/30/2020,465.0000,Primary Market Close,1.9585,15.0803,SEI Investments Global Funds S,188397.640625,KRANESH BOSERA MSCI CHINA A,
01/31/2020,38144L85,GSC US Equity,1.250,1.250,6.9605,0.0000,50000.0000,32280288.0000,-7.6033,N,Y,N,07/31/2007,Cash,10:00 EST,T+3,Not Applicable,Derivative,01/30/2020,465.0000,Primary Market Close,1.9585,15.0803,NYSE Arca LLC,1228.4765625,GS CONNECT S&P GSCI ENH COMM,
01/31/2020,78470P20,STOT US Equity,0.500,0.450,0.1634,500.0000,25000.0000,32280288.0000,0.2179,N,N,Unknown,04/14/2016,Cash,16:00 EST,T+2,Other,Not Applicable,01/31/2020,414.0000,Primary Market Close,1.9585,15.0803,State Street Bank and Trust Co,15163.484375,SPDR DL SHRT DURATION TR ETF,
01/31/2020,Q9371513,VGGDF US Equity,0,0,0.1634,1750.0000,20000.0000,2976026.0000,0.2179,N,N,N,05/08/2009,In-kind,16:00 AEST,T+2,Quarterly,Full,12/31/2019,302.0000,Primary Market Close,5.9660,20.1716,State Street Bank and Trust Co,15163.484375,VANGUARD AUST SHARES IDX ETF,
01/31/2020,78468R84,IJNK US Equity,0.400,0.400,0.4155,1500.0000,100000.0000,1812427.0000,-0.2057,N,N,Y,03/13/2014,Cash,16:00 EST On T-1,T+3,Monthly,Optimized,05/24/2018,214.0000,Primary Market Close,2.7345,40.4099,Brown Brothers Harriman & Co,2043.2890625,SPDR INTL HIGH YIELD BOND,
01/31/2020,45409F84,MMIN US Equity,0.400,0.310,0.2007,250.0000,50000.0000,2976026.0000,0.1811,N,N,N,10/18/2017,Cash,11:00 EST,T+2,Not Applicable,Not Applicable,01/31/2020,174.0000,Primary Market Close,1.6572,6.1794,SPA ETFs/USA,21545.0078125,IQ MACKAY MUNICIPAL INSURED,
01/31/2020,45409F81,ULTR US Equity,0.240,0.240,0.3487,250.0000,50000.0000,104301582.0000,0.0485,N,N,Unknown,07/31/2019,Cash,14:00 EST,T+2,Not Applicable,Not Applicable,01/31/2020,104.0000,Primary Market Close,1.8209,23.9604,Bank of New York Mellon/The,23164.5703125,IQ ULTRA SHORT DURATION ETF,
01/31/2020,45409F82,MMIT US Equity,0.400,0.310,0.2646,250.0000,50000.0000,104301582.0000,0.1326,N,N,N,10/18/2017,Cash,11:00 EST,T+2,Not Applicable,Not Applicable,01/31/2020,117.0000,Primary Market Close,1.8209,23.9604,Bank of New York Mellon/The,2687.703125,IQ MACKAY MUNICIPAL INTERMED,
01/31/2020,78464A47,SPSB US Equity,0.070,0.070,0.0331,500.0000,100000.0000,4910190.0000,0.1222,N,N,Y,12/17/2009,In-kind,16:00 EST,T+2,Monthly,Optimized,01/31/2020,1140.0000,Primary Market Close,1.4571,308.4392,State Street Bank and Trust Co,1242686.0,SPDR PORT SHRT TRM CORP BND,1.69085458984
01/31/2020,78464A44,CXA US Equity,0.200,0.200,0.0331,250.0000,100000.0000,4910190.0000,-0.3472,N,N,Y,10/15/2007,In-kind/Cash,15:00 EST,T+3,Monthly,Optimized,01/31/2020,122.0000,Primary Market Close,1.4571,308.4392,NYSE Arca LLC,1242686.0,SPDR NUVEEN BARCLAYS CALIFOR,
01/31/2020,78464A45,TFI US Equity,0.300,0.230,0.0234,250.0000,100000.0000,4910190.0000,0.0201,N,N,Y,09/13/2007,In-kind,15:00 EST,T+2,Monthly,Optimized,01/30/2020,2848.0000,Primary Market Close,1.4571,308.4392,State Street Bank and Trust Co,189315.65625,SPDR NUV BBG BARC MUNI BOND,5.52383778305
01/31/2020,78464A42,SHM US Equity,0.200,0.200,0.0240,250.0000,100000.0000,4910190.0000,0.0149,N,N,Y,10/15/2007,In-kind,15:00 EST,T+2,Monthly,Optimized,01/31/2020,968.0000,Primary Market Close,1.4571,308.4392,State Street Bank and Trust Co,311770.71875,SPDR NUVEEN BBG BARC ST MUNI,2.76099935299
01/31/2020,78464A43,INY US Equity,0.200,0.200,0.0240,250.0000,100000.0000,4910190.0000,-0.0036,N,N,Y,10/15/2007,In-kind/Cash,15:00 EST,T+3,Monthly,Optimized,01/31/2020,70.0000,Primary Market Close,1.4571,308.4392,NYSE Arca LLC,311770.71875,SPDR NUVEEN BARCLAYS NEW YOR,
01/31/2020,78464A41,JNK US Equity,0.400,0.400,0.0092,500.0000,200000.0000,4910190.0000,-0.1231,N,N,Y,12/04/2007,In-kind,16:00 EST,T+2,Monthly,Optimized,01/31/2020,911.0000,Primary Market Close,1.4571,308.4392,State Street Bank and Trust Co,5961800.0,SPDR BBG BARC HIGH YIELD BND,3.19554647328
01/31/2020,OEF,OEF US Equity,0.200,0.200,0.0143,250.0000,50000.0000,59856155.0000,-0.0691,N,N,Y,10/27/2000,In-kind,16:00 JST,T+2,Quarterly,Full,01/30/2020,102.0000,Primary Market Close,1.8380,24.2040,State Street Bank and Trust Co,367114.90625,ISHARES S&P 100 ETF,
01/31/2020,78464A49,WIP US Equity,0.500,0.500,0.3375,1500.0000,100000.0000,59856155.0000,0.2043,N,N,Y,03/19/2008,In-kind/Cash,17:30 EST T-1,T+3,Monthly,Optimized,01/31/2020,192.0000,Primary Market Close,1.8380,24.2040,State Street Bank and Trust Co,38334.6875,SPDR FTSE INTERNATIONAL GOVE,6.67221392117
01/31/2020,46435U28,IBMP US Equity,0.180,0.180,0.1627,1500.0000,50000.0000,59856155.0000,0.0941,N,N,Y,04/11/2019,In-kind/Cash,16:00 EST,T+2,Monthly,Optimized,01/30/2020,192.0000,Primary Market Close,1.8380,24.2040,State Street Bank and Trust Co,6774.6171875,ISHARES IBONDS DEC 2027 TERM,
01/31/2020,75615813,UTGRT US Equity,0,0,0.0821,1100.0000,50000.0000,1565594.0000,0.0332,N,N,Y,07/28/2000,In-kind,16:00 est,T+2,Quarterly,Full,01/30/2020,453.0000,Primary Market Close,2.3512,50.1424,State Street Bank and Trust Co,181724.3125,ISHARES S&P SMALL-CAP 600 VA,
01/31/2020,06746P51,JJM US Equity,0,0.450,0.8829,0.0000,50000.0000,216906094.0000,0.2354,N,Y,N,01/18/2018,Cash,10:15 EST,T+2,Unknown,Derivative,01/30/2020,572.0000,Primary Market Close,1.8305,28.1028,NYSE Arca LLC,294.7578125,IPATH SER B BLOOMBERG INDUST,
01/31/2020,78009L40,TBAR US Equity,1.000,1.000,0.0918,250.0000,20000.0000,4950840.0000,-0.4472,N,Y,N,02/17/2011,Cash,Unknown,T+3,Not Applicable,Derivative,02/03/2020,2.0000,Primary Market Close,4.7522,12.8477,NYSE Arca LLC,573136.125,RBS GOLD TRENDPILOT ETN,
01/31/2020,MKH,MKH US Equity,0.000,0.000,0.0255,600.0000,100.0000,17084167.0000,0.0269,N,N,Unknown,08/30/2000,Unknown,16:00 EST,Unknown,Unknown,Unknown,12/21/2011,54.0000,Primary Market Close,3.4313,12.9376,NYSE Arca LLC,505167.46875,MARKET 2000+ HOLDRS TRUST,
01/31/2020,87166N20,SMDY US Equity,0.300,0.300,0.2308,1000.0000,25000.0000,6988813.0000,0.3128,N,N,N,01/17/2020,In-kind/Cash,16:00 EST,T+2,Quarterly,Full,01/30/2020,400.0000,Primary Market Close,1.5005,30.2205,NYSE Arca LLC,505167.46875,SYNTAX STRATIFIED MIDCAP ETF,
01/31/2020,FEEU,FEEU US Equity,0.000,1.000,0.2308,0.0000,100000.0000,6988813.0000,-1.5695,N,Y,Unknown,05/22/2013,Cash,16:00 EST,T+3,Unknown,Derivative,01/30/2020,400.0000,Primary Market Close,1.5005,30.2205,NYSE Arca LLC,505167.46875,FI ENHANCED EUROPE 50 ETN,
01/31/2020,17326E57,DEUR US Equity,0,1.500,0.1260,9.0000,25000.0000,4950840.0000,-1.2881,N,Y,N,12/12/2017,Cash,16:00 EST,T+3,Daily,Full,02/03/2020,2.0000,Fair Value,4.7522,12.8477,NYSE Arca LLC,1300.515625,VELOCITYSHARES DAILY 4X LONG,
01/31/2020,61746Y38,FOL US Equity,0.750,0.750,0.2308,500.0000,100000.0000,6988813.0000,-14.4923,N,Y,N,02/23/2011,Cash,11:00 EST,T+1,Daily,Derivative,01/31/2020,1.0000,Primary Market Close,1.5005,30.2205,NYSE Arca LLC,505167.46875,FACTORSHARES 2X: OIL-S&P500,
01/31/2020,73937B32,USEQ US Equity,0.290,0.290,0.2999,1500.0000,50000.0000,11615856.0000,-0.0626,N,N,N,07/13/2017,In-kind/Cash,16:00 EST,T+2,Semi-Annually,Full,01/30/2020,691.0000,Primary Market Close,2.0734,19.2350,Bank of New York Mellon/The,2644.9765625,INVESCO RUSSELL 1000 ENHANCE,
01/31/2020,00509T10,GOP US Equity,0.007,0.750,0.2308,500.0000,25000.0000,6988813.0000,-0.4135,N,N,Y,10/17/2017,In-kind/Cash,16:00 EST,T+2,Quarterly,Not Applicable,04/26/2018,1.0000,Primary Market Close,1.5005,30.2205,NYSE Arca LLC,505167.46875,REPUBLICAN POLICIES FUND,
01/31/2020,90268A86,BBVX US Equity,1.350,1.350,0.2308,0.0000,5000.0000,6988813.0000,-0.4135,N,Y,N,09/08/2011,Cash,12:00 est,T+3,Not Applicable,Derivative,04/26/2018,1.0000,Primary Market Close,1.5005,30.2205,NYSE Arca LLC,505167.46875,ETRACS DAILY SHORT 2-MONTH,
01/31/2020,90268A87,AAVX US Equity,1.350,1.350,0.2308,0.0000,5000.0000,6988813.0000,-0.4135,N,Y,N,09/08/2011,Cash,12:00 est,T+3,Not Applicable,Derivative,04/26/2018,1.0000,Primary Market Close,1.5005,30.2205,NYSE Arca LLC,505167.46875,ETRACS DAILY SHORT 1-MONTH,
01/31/2020,90268A84,DDVX US Equity,1.350,1.350,0.2308,0.0000,5000.0000,6988813.0000,-0.4135,N,Y,N,09/08/2011,Cash,12:00 est,T+3,Not Applicable,Derivative,04/26/2018,1.0000,Primary Market Close,1.5005,30.2205,NYSE Arca LLC,505167.46875,ETRACS DAILY SHORT 4-MONTH,
01/31/2020,90268A85,CCVX US Equity,1.350,1.350,0.2308,0.0000,5000.0000,6988813.0000,-0.4135,N,Y,N,09/08/2011,Cash,12:00 est,T+3,Not Applicable,Derivative,04/26/2018,1.0000,Primary Market Close,1.5005,30.2205,NYSE Arca LLC,505167.46875,ETRACS DAILY SHORT 3-MONTH,
01/31/2020,90268A82,FFVX US Equity,1.350,1.350,0.2308,0.0000,5000.0000,6988813.0000,-0.4135,N,Y,N,09/08/2011,Cash,12:00 EST,T+3,Not Applicable,Derivative,04/26/2018,1.0000,Primary Market Close,1.5005,30.2205,NYSE Arca LLC,505167.46875,ETRACS DAILY SHORT 6-MONTH,
01/31/2020,90268A83,EEVX US Equity,1.350,1.350,0.2308,0.0000,5000.0000,6988813.0000,-0.4135,N,Y,N,09/08/2011,Cash,12:00 est,T+3,Not Applicable,Derivative,04/26/2018,1.0000,Primary Market Close,1.5005,30.2205,NYSE Arca LLC,505167.46875,ETRACS DAILY SHORT 5-MONTH,
01/31/2020,G4954M40,IRRRF US Equity,0.000,0,0.2308,0.0000,200000.0000,6988813.0000,-0.4135,N,N,Y,09/08/2011,In-kind/Cash,16:00 DST,T+2,Quarterly,Full,01/30/2020,1641.0000,Primary Market Close,2.3519,22.3532,NYSE Arca LLC,14992.25,ISHARES CORE MSCI WORLD,
01/31/2020,46435U21,SUSL US Equity,0.100,0.100,0.0846,975.0000,50000.0000,166554888.0000,0.0908,N,N,Y,05/09/2019,In-kind/Cash,16:00 EST,T+2,Quarterly,Full,01/30/2020,313.0000,Primary Market Close,1.8091,25.0835,State Street Bank and Trust Co,55000.4609375,ISHARES ESG MSCI USA LEADERS,
01/31/2020,68386C78,ESGF US Equity,0.450,0.450,0.2644,12000.0000,50000.0000,2169700.0000,-0.4161,N,N,Y,10/27/2016,In-kind,16:00 EST T-1,T+2,Quarterly,Full,01/30/2020,1478.0000,Primary Market Close,3.2687,17.5855,State Street Bank and Trust Co,732.5390625,INVESCO GLOBAL ESG REVENUE,
01/31/2020,03210870,EASI US Equity,0.750,0.750,0.2270,250.0000,50000.0000,2169700.0000,-0.0869,N,N,N,06/14/2018,In-kind,16:00 EST,T+2,Unknown,Full,01/30/2020,39.0000,Primary Market Close,0.7616,29.3208,State Street Bank and Trust Co,3694.9296875,AMPLIFY EASI TAC GROWTH ETF,
01/31/2020,25460E68,EMBU US Equity,0.750,0.950,0.2270,250.0000,50000.0000,2169700.0000,1.0918,N,Y,Y,08/18/2017,Cash,16:00 EST,T+2,Quarterly,Optimized,09/25/2018,1.0000,Primary Market Close,0.7616,29.3208,State Street Bank and Trust Co,3694.9296875,DIRXN DLY EM BOND 3X BUL ETF,
01/31/2020,46428746,EFA US Equity,0.000,0.310,0.0147,15000.0000,600000.0000,26141106.0000,-0.8668,N,N,Y,08/17/2001,In-kind,16:00 est,T+2,Quarterly,Optimized,01/30/2020,920.0000,Primary Market Close,3.4375,17.4017,State Street Bank and Trust Co,24190052.0,ISHARES MSCI EAFE ETF,
01/31/2020,33737J50,FEUZ US Equity,0.800,0.800,1.1629,3600.0000,50000.0000,3002224.0000,-0.6467,N,N,N,10/22/2014,In-kind,16:00 EST,T+3,Semi-Annually,Full,01/30/2020,150.0000,Primary Market Close,3.0763,13.6980,Brown Brothers Harriman & Co,7299.359375,FIRST TRUST EUROZONE ALPHADE,
01/31/2020,25460E67,TPOR US Equity,0.750,0.950,0.4447,250.0000,50000.0000,3002224.0000,-0.1681,N,Y,Y,05/03/2017,Cash,16:00 EST,T+2,Quarterly,Derivative,02/03/2020,23.0000,Primary Market Close,0.9943,13.6980,Brown Brothers Harriman & Co,18962.59375,DRX DLY TRANSPORTS BULL 3X,
01/31/2020,25460E64,PILL US Equity,0.750,0.950,0.6110,250.0000,50000.0000,3002224.0000,-0.3521,N,Y,Y,11/15/2017,In-kind/Cash,16:00 EST,T+2,Quarterly,Derivative,02/03/2020,42.0000,Primary Market Close,0.6460,13.6980,Brown Brothers Harriman & Co,35187.6875,DIREXION DLY PHARMA BULL 3X,
01/31/2020,25460E65,EUXL US Equity,0.750,0.950,0.6110,250.0000,50000.0000,3002224.0000,-0.1002,N,Y,Y,07/12/2017,In-kind/Cash,16:00 EST,T+2,Quarterly,Derivative,10/11/2019,2.0000,Primary Market Close,2.4990,13.6980,Brown Brothers Harriman & Co,35187.6875,DRX DLY EURO STOXX50 BULL 3X,
01/31/2020,25460E63,PPMC US Equity,0.450,0.720,0.5098,250.0000,50000.0000,3002224.0000,-0.3594,N,Y,Y,02/15/2018,In-kind/Cash,16:00 EST,T+2,Quarterly,Derivative,02/03/2020,2.0000,Primary Market Close,1.7494,13.6980,Brown Brothers Harriman & Co,300.265625,PORTFOLIO PLUS S&P MDCAP ETF,
01/31/2020,25460E60,SPLZ US Equity,0.350,0.450,0.5098,250.0000,50000.0000,3002224.0000,-4.7484,N,Y,N,01/05/2017,Cash,16:00 EST,T+1,Quarterly,Derivative,09/25/2017,2.0000,Primary Market Close,1.7494,13.6980,NYSE Arca LLC,300.265625,DIREXION DLY CON STAPL BR 1X,
01/31/2020,25460E61,PPEM US Equity,0.450,0.740,1.0243,250.0000,50000.0000,3002224.0000,-0.0438,N,Y,Y,02/15/2018,In-kind/Cash,16:00 EST,T+2,Quarterly,Derivative,02/03/2020,2.0000,Primary Market Close,2.7895,13.6980,NYSE Arca LLC,577.46875,PORTFOLIO PLUS EMG MKT ETF,
01/31/2020,76139620,RWK US Equity,0.390,0.390,0.2126,800.0000,50000.0000,2111223.0000,0.0163,N,N,Y,02/20/2008,In-kind/Cash,16:00 EST,T+2,Quarterly,Full,01/30/2020,398.0000,Primary Market Close,1.6791,32.2625,NYSE Arca LLC,11650.1328125,INVESCO S&P MIDCAP 400 REV,
01/31/2020,25459W88,ERX US Equity,0.750,0.950,0.0776,250.0000,50000.0000,2111223.0000,0.0019,N,Y,Y,11/06/2008,In-kind/Cash,16:00 EST,T+2,Daily,Derivative,02/03/2020,31.0000,Primary Market Close,3.2479,32.2625,Bank of New York Mellon/The,1995440.25,DIREXION DLY ENERGY BULL 3X,
01/31/2020,46428960,TZL US Equity,0.250,0.300,0.0776,250.0000,50000.0000,2111223.0000,-0.5276,N,N,Y,11/14/2008,In-kind,16:00 est,T+3,Monthly,Full,08/04/2015,1.0000,Primary Market Close,3.2479,32.2625,NYSE Arca LLC,1995440.25,ISHARES TARGET DATE 2030 ETF,
01/31/2020,G4R54M55,ISMVF US Equity,0.000,0,0.0776,250.0000,300000.0000,2111223.0000,-0.5276,N,N,Y,07/15/2016,In-kind/Cash,Unknown,T+3,Semi-Annually,Optimized,01/30/2020,398.0000,Primary Market Close,3.7052,14.6054,NYSE Arca LLC,6626.5546875,ISHARES EDGE MSCI WRLD VALUE,
01/31/2020,46428868,PFF US Equity,0.000,0.460,0.0263,750.0000,50000.0000,437836.0000,0.2101,N,N,Y,03/30/2007,In-kind,16:00 est,T+2,Quarterly,Full,01/30/2020,488.0000,Primary Market Close,3.7052,14.6054,State Street Bank and Trust Co,3841063.0,ISHARES PREFERRED & INCOME S,
01/31/2020,46428869,MXI US Equity,0.470,0.460,0.2131,1700.0000,50000.0000,5534591.0000,-0.5915,N,N,Y,09/21/2006,In-kind/Cash,16:00 est,T+2,Quarterly,Full,01/30/2020,105.0000,Primary Market Close,3.4822,23.5973,State Street Bank and Trust Co,50301.984375,ISHARES GLOBAL MATERIALS ETF,
01/31/2020,46428866,IEI US Equity,0.150,0.150,0.0079,500.0000,100000.0000,5534591.0000,0.0547,N,N,Y,01/11/2007,In-kind,16:00 est,T+2,Monthly,Optimized,01/30/2020,85.0000,Primary Market Close,3.4822,23.5973,State Street Bank and Trust Co,1021477.6875,ISHARES 3-7 YEAR TREASURY BO,4.45264642657
01/31/2020,25459W83,TZA US Equity,0.750,0.950,0.0279,250.0000,50000.0000,5534591.0000,-0.1532,N,Y,N,11/05/2008,Cash,16:00 EST,T+2,Daily,Derivative,02/03/2020,3.0000,Primary Market Close,3.4822,23.5973,Bank of New York Mellon/The,2866534.0,DIREXION DLY SM CAP BEAR 3X,
01/31/2020,46428864,IGSB US Equity,0.000,0.060,0.0189,500.0000,50000.0000,5534591.0000,0.0185,N,N,Y,01/11/2007,In-kind,16:00 est,T+2,Monthly,Optimized,01/30/2020,2539.0000,Primary Market Close,3.4822,23.5973,State Street Bank and Trust Co,1314563.25,ISHARES SHORT-TERM CORPORATE,2.59442115908
01/31/2020,46428865,TLH US Equity,0.150,0.150,0.0348,500.0000,100000.0000,5534591.0000,0.2376,N,N,Y,01/11/2007,In-kind,16:00 est,T+2,Monthly,Optimized,01/30/2020,11.0000,Primary Market Close,3.4822,23.5973,State Street Bank and Trust Co,135771.796875,ISHARES 10-20 YEAR TREASURY,12.5650610203
01/31/2020,25459W86,SPXL US Equity,0.750,0.950,0.0175,250.0000,50000.0000,5534591.0000,-0.1065,N,Y,Y,11/05/2008,In-kind/Cash,16:00 EST,T+2,Daily,Derivative,02/03/2020,4.0000,Primary Market Close,1.4528,23.5973,Bank of New York Mellon/The,3828179.5,DIREXION DLY S&P 500 BULL 3X,
01/31/2020,25459W87,ERY US Equity,0.750,0.950,0.0626,250.0000,50000.0000,5534591.0000,0.0619,N,Y,N,11/06/2008,Cash,16:00 EST,T+2,Daily,Derivative,02/03/2020,2.0000,Primary Market Close,1.4528,23.5973,Bank of New York Mellon/The,279430.96875,DIREXION DLY ENERGY BEAR 3X,
01/31/2020,25459W84,TNA US Equity,0.750,0.950,0.0384,250.0000,50000.0000,5534591.0000,0.1976,N,Y,Y,11/05/2008,In-kind/Cash,16:00 EST,T+2,Daily,Derivative,02/03/2020,3.0000,Primary Market Close,0.9155,23.5973,Bank of New York Mellon/The,3055345.75,DIREXION DLY SM CAP BULL 3X,
01/31/2020,25459W85,SPXS US Equity,0.750,0.950,0.0780,250.0000,50000.0000,5534591.0000,0.1532,N,Y,N,11/05/2008,Cash,16:00 EST,T+2,Daily,Derivative,02/03/2020,4.0000,Primary Market Close,0.9155,23.5973,Bank of New York Mellon/The,8010642.0,DIREXION DLY S&P 500 BEAR 3X,
